ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,AGE_YEARS,YEARS_EMPLOYED,IS_PENSIONER_NO_JOB
1006226,F,Y,Y,1,67600.0,Working,Higher education,Married,House / apartment,1,1,0,0,Sales staff,3.0,1,38,13,0
1006227,M,Y,N,0,284100.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Cleaning staff,2.0,0,48,3,0
1006228,F,Y,Y,0,306600.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,1,Security staff,2.0,0,46,22,0
1006229,F,N,Y,2,95800.0,Working,Lower secondary,Married,Office apartment,1,0,0,0,Core staff,4.0,1,40,19,0
1006230,F,Y,N,0,161600.0,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,1,0,High skill tech staff,1.0,0,49,7,0
1006231,F,Y,N,3,186100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,5.0,0,63,23,0
1006232,F,N,Y,0,152700.0,Working,Secondary / secondary special,Married,With parents,1,0,1,0,Accountants,2.0,1,55,39,0
1006233,M,N,Y,1,171000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,3.0,0,40,32,0
1006234,M,N,N,0,123000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2.0,0,56,37,0
1006235,M,N,Y,0,135500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Medicine staff,1.0,0,54,10,0
1006236,F,N,N,1,423400.0,Working,Higher education,Married,With parents,1,1,0,0,High skill tech staff,2.0,0,36,33,0
1006237,F,N,N,2,228000.0,Commercial associate,Higher education,Widow,House / apartment,1,0,0,0,Sales staff,3.0,0,69,17,0
1006238,F,Y,N,0,27000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Accountants,2.0,1,27,8,0
1006239,F,Y,Y,0,139000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,1,21,23,0
1006240,F,N,Y,2,149000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Security staff,3.0,0,46,2,0
1006241,M,Y,Y,2,243400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,3.0,0,25,0,1
1006242,M,N,Y,1,282000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,High skill tech staff,2.0,0,53,1,0
1006243,F,N,N,0,226800.0,Working,Higher education,Married,House / apartment,1,0,0,0,Other,2.0,0,48,21,0
1006244,M,Y,N,0,99400.0,State servant,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Sales staff,1.0,1,36,15,0
1006245,M,N,Y,3,235100.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,4.0,0,33,22,0
1006246,F,N,Y,0,117400.0,Working,Incomplete higher,Married,House / apartment,1,1,0,0,Accountants,2.0,1,65,25,0
1006247,F,N,Y,0,200600.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Accountants,1.0,0,21,17,0
1006248,F,N,Y,1,248500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,42,31,0
1006249,M,Y,Y,0,138000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,1,0,0,0,Sales staff,2.0,1,67,39,0
1006250,F,Y,N,0,193000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,1.0,0,58,32,0
1006251,M,Y,Y,1,182400.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,0,34,0,1
1006252,F,N,Y,3,214900.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Laborers,4.0,0,47,35,0
1006253,M,Y,N,2,63700.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4.0,1,69,7,0
1006254,F,N,Y,0,175300.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Managers,1.0,0,30,36,0
1006255,F,Y,N,2,27000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,4.0,0,31,16,0
1006256,F,N,N,1,241300.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Security staff,3.0,0,26,32,0
1006257,M,N,Y,0,238900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,2.0,0,66,36,0
1006258,F,Y,N,0,250400.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Medicine staff,2.0,0,63,34,0
1006259,M,N,N,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,4.0,0,21,38,0
1006260,F,N,Y,0,200600.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cleaning staff,1.0,0,68,18,0
1006261,M,N,Y,0,220400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2.0,1,50,9,0
1006262,M,N,N,1,116900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,2.0,0,51,38,0
1006263,F,N,Y,1,84600.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Laborers,2.0,1,57,0,1
1006264,F,N,Y,0,188400.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,1.0,0,39,29,0
1006265,F,N,Y,1,267300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,3.0,0,54,14,0
1006266,M,Y,Y,1,166700.0,Pensioner,Incomplete higher,Single / not married,House / apartment,1,0,1,0,Security staff,3.0,0,56,0,1
1006267,F,N,N,2,229800.0,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,0,Other,3.0,0,59,15,0
1006268,M,Y,N,1,108800.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,1,0,0,High skill tech staff,2.0,0,26,0,1
1006269,M,N,N,0,186900.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2.0,0,63,0,0
1006270,F,Y,Y,2,174500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4.0,1,43,25,0
1006271,M,N,N,1,92000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Security staff,3.0,1,37,29,0
1006272,F,Y,Y,0,241100.0,Working,Higher education,Separated,House / apartment,1,0,1,0,High skill tech staff,2.0,1,34,38,0
1006273,M,Y,Y,0,167700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,1.0,1,50,5,0
1006274,M,Y,Y,1,241300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3.0,0,59,34,0
1006275,F,Y,Y,0,27000.0,Pensioner,Incomplete higher,Separated,House / apartment,1,0,0,0,Accountants,1.0,1,55,0,1
1006276,M,Y,N,0,146300.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2.0,1,43,28,0
1006277,F,N,Y,0,50400.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,2.0,1,63,2,0
1006278,F,Y,Y,1,207400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3.0,0,67,13,0
1006279,M,Y,Y,0,326900.0,Commercial associate,Academic degree,Civil marriage,Co-op apartment,1,0,1,0,Managers,2.0,0,22,13,0
1006280,F,Y,N,1,206700.0,Working,Lower secondary,Single / not married,House / apartment,1,0,0,0,Laborers,3.0,0,51,1,0
1006281,M,Y,Y,1,357700.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,2.0,0,22,34,0
1006282,M,N,N,0,218600.0,Working,Secondary / secondary special,Married,Office apartment,1,0,0,0,Cleaning staff,1.0,0,50,0,0
1006283,M,Y,Y,2,158600.0,Working,Higher education,Widow,Municipal apartment,1,1,0,0,Laborers,4.0,0,69,33,0
1006284,F,N,Y,0,265200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,1.0,0,68,34,0
1006285,F,N,Y,1,324100.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3.0,1,27,6,0
1006286,F,N,Y,0,227800.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Security staff,2.0,0,36,2,0
1006287,F,N,Y,2,78400.0,Pensioner,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Drivers,4.0,1,33,0,1
1006288,M,Y,Y,2,84700.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3.0,0,31,0,1
1006289,F,N,Y,0,154800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,2.0,0,34,0,1
1006290,F,N,Y,3,191900.0,Working,Higher education,Single / not married,House / apartment,1,0,0,1,Accountants,4.0,1,35,27,0
1006291,F,Y,Y,0,206100.0,Pensioner,Lower secondary,Single / not married,House / apartment,1,1,0,0,Core staff,2.0,0,41,0,1
1006292,F,N,N,2,253900.0,Commercial associate,Academic degree,Married,House / apartment,1,0,0,0,Drivers,3.0,0,56,22,0
1006293,F,Y,Y,0,279600.0,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,2.0,0,57,4,0
1006294,M,N,N,0,228800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,42,34,0
1006295,F,N,Y,1,83000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Other,2.0,0,66,17,0
1006296,F,Y,Y,0,174100.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Other,1.0,0,28,9,0
1006297,F,Y,Y,2,202800.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Accountants,4.0,1,47,0,1
1006298,M,N,N,2,170100.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Core staff,4.0,1,65,33,0
1006299,F,Y,Y,1,244000.0,Working,Higher education,Separated,Municipal apartment,1,0,0,0,Security staff,3.0,0,49,2,0
1006300,M,N,N,0,191900.0,Commercial associate,Secondary / secondary special,Married,Office apartment,1,0,0,0,Cooking staff,2.0,0,50,17,0
1006301,F,Y,N,3,111600.0,Pensioner,Higher education,Married,Office apartment,1,1,0,0,Drivers,5.0,0,40,0,1
1006302,F,Y,N,2,340900.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Other,3.0,0,56,36,0
1006303,M,N,Y,1,127400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,3.0,1,50,7,0
1006304,F,N,Y,0,155000.0,Pensioner,Academic degree,Civil marriage,House / apartment,1,1,0,1,Laborers,1.0,1,68,0,1
1006305,M,N,Y,0,253800.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,1,0,Drivers,1.0,0,23,7,0
1006306,F,N,N,0,141800.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,1,0,High skill tech staff,2.0,0,24,29,0
1006307,F,Y,N,2,185300.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,4.0,0,47,39,0
1006308,M,N,Y,0,159700.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,1.0,0,55,0,1
1006309,F,Y,Y,0,291400.0,Working,Higher education,Married,House / apartment,1,0,0,0,Cleaning staff,2.0,0,66,2,0
1006310,M,Y,Y,0,33100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,2.0,0,62,39,0
1006311,F,Y,N,0,169800.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cleaning staff,2.0,0,59,38,0
1006312,F,N,Y,1,159200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,3.0,0,32,16,0
1006313,M,Y,N,2,217000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Other,3.0,1,39,31,0
1006314,F,Y,Y,3,234100.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Cooking staff,4.0,0,21,1,0
1006315,F,N,N,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2.0,1,59,16,0
1006316,F,Y,Y,0,234100.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,2.0,0,29,1,0
1006317,F,N,Y,0,165800.0,Working,Higher education,Single / not married,House / apartment,1,1,0,0,Other,1.0,0,33,30,0
1006318,F,Y,N,2,236100.0,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,4.0,1,48,7,0
1006319,F,Y,N,2,220500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,1,0,High skill tech staff,4.0,0,55,19,0
1006320,M,N,Y,0,239700.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Sales staff,1.0,0,58,16,0
1006321,M,N,N,0,204100.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,1,0,0,0,Sales staff,1.0,0,33,0,1
1006322,F,N,Y,2,132600.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Drivers,4.0,1,51,36,0
1006323,M,N,Y,1,136600.0,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Medicine staff,3.0,0,57,23,0
1006324,F,Y,Y,0,192300.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,53,33,0
1006325,M,N,Y,0,260700.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,High skill tech staff,1.0,0,32,39,0
1006326,F,N,N,0,300900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Core staff,1.0,0,64,1,0
1006327,F,N,Y,0,217800.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2.0,1,37,19,0
1006328,M,Y,Y,1,152900.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Cleaning staff,2.0,0,39,0,1
1006329,M,Y,N,1,153800.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Cleaning staff,2.0,1,34,29,0
1006330,F,Y,Y,0,181000.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,1,0,0,0,Laborers,2.0,0,69,0,1
1006331,F,N,Y,1,141100.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,3.0,0,63,6,0
1006332,F,Y,Y,0,255600.0,Working,Lower secondary,Single / not married,House / apartment,1,0,0,0,Security staff,1.0,0,54,38,0
1006333,F,N,N,0,232100.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,60,11,0
1006334,F,Y,Y,0,190100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Security staff,2.0,1,65,12,0
1006335,M,N,N,0,271500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,1.0,0,55,21,0
1006336,F,Y,N,4,190000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Cleaning staff,6.0,0,25,5,0
1006337,M,N,N,0,154900.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,1,0,0,0,Drivers,2.0,1,31,0,0
1006338,M,N,N,0,199800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Other,1.0,1,47,33,0
1006339,F,N,N,2,120800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Core staff,3.0,1,46,28,0
1006340,F,Y,N,0,147400.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,0,Accountants,2.0,1,32,0,1
1006341,F,N,N,0,169000.0,State servant,Secondary / secondary special,Single / not married,Rented apartment,1,1,0,1,Security staff,1.0,0,60,1,0
1006342,F,Y,Y,0,133100.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Security staff,2.0,0,55,6,0
1006343,F,N,Y,0,388000.0,Working,Higher education,Married,Municipal apartment,1,0,0,0,Security staff,2.0,0,49,37,0
1006344,M,N,N,0,167200.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Cleaning staff,2.0,1,49,14,0
1006345,F,Y,Y,1,139300.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2.0,1,33,26,0
1006346,F,N,N,0,61900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Drivers,2.0,0,24,21,0
1006347,F,N,N,0,128400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,1,32,10,0
1006348,F,Y,Y,2,233100.0,Working,Incomplete higher,Separated,House / apartment,1,0,0,0,High skill tech staff,4.0,0,29,3,0
1006349,F,Y,Y,0,72500.0,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,1,0,0,0,Core staff,2.0,1,55,38,0
1006350,F,N,Y,0,49700.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,1,Cooking staff,2.0,1,35,0,1
1006351,F,N,Y,0,288500.0,Working,Higher education,Separated,House / apartment,1,0,1,0,Cooking staff,2.0,0,53,37,0
1006352,F,N,N,0,154500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,2.0,0,61,24,0
1006353,F,N,Y,1,146700.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Medicine staff,2.0,0,23,22,0
1006354,M,Y,Y,0,185400.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,2.0,1,62,36,0
1006355,F,Y,Y,0,263700.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,High skill tech staff,2.0,0,27,39,0
1006356,M,Y,Y,0,113500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,1.0,0,55,11,0
1006357,F,Y,Y,2,317000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,4.0,0,34,7,0
1006358,F,Y,Y,0,226100.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,44,10,0
1006359,F,Y,N,0,216600.0,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,2.0,0,43,29,0
1006360,M,N,Y,0,224400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,2.0,0,44,24,0
1006361,F,N,Y,0,28400.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Managers,2.0,1,23,36,0
1006362,F,Y,Y,0,239900.0,Working,Higher education,Married,House / apartment,1,1,0,0,Managers,1.0,0,29,34,0
1006363,M,N,N,0,193100.0,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,1,0,0,0,Cooking staff,1.0,0,41,8,0
1006364,F,Y,N,0,307500.0,Commercial associate,Incomplete higher,Widow,House / apartment,1,0,0,0,Medicine staff,1.0,0,35,27,0
1006365,M,Y,Y,3,340700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4.0,0,62,24,0
1006366,F,N,N,2,192500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,3.0,0,64,32,0
1006367,M,N,N,0,188200.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Security staff,2.0,1,64,22,0
1006368,F,Y,N,2,167800.0,Working,Incomplete higher,Widow,Municipal apartment,1,0,0,0,Security staff,4.0,1,65,31,0
1006369,F,Y,N,0,127300.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,1,Accountants,1.0,1,35,0,1
1006370,F,N,N,2,152600.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,4.0,1,31,14,0
1006371,M,Y,Y,1,249900.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,2.0,0,58,0,0
1006372,F,N,Y,1,276700.0,Working,Secondary / secondary special,Married,With parents,1,0,0,1,Laborers,3.0,0,69,20,0
1006373,F,N,N,0,305800.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Laborers,2.0,0,57,29,0
1006374,M,Y,Y,1,221200.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Other,3.0,0,26,0,1
1006375,M,N,Y,1,214700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2.0,0,55,31,0
1006376,M,N,N,1,234200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,2.0,0,44,17,0
1006377,F,N,N,0,230200.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Drivers,2.0,0,61,15,0
1006378,M,N,Y,0,76500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Accountants,2.0,1,33,30,0
1006379,F,N,N,0,250800.0,Working,Academic degree,Married,House / apartment,1,0,0,1,Medicine staff,1.0,0,62,5,0
1006380,F,Y,Y,0,139200.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,0,Other,2.0,0,43,11,0
1006381,F,Y,N,0,172300.0,Working,Secondary / secondary special,Widow,With parents,1,0,1,0,Sales staff,1.0,0,50,10,0
1006382,F,Y,N,0,209200.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,1.0,0,39,33,0
1006383,F,N,N,0,223200.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Other,2.0,1,56,27,0
1006384,M,N,N,0,149600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2.0,1,61,19,0
1006385,F,Y,N,0,27000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Other,1.0,1,21,4,0
1006386,M,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2.0,0,27,26,0
1006387,M,Y,Y,3,161600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,4.0,1,28,21,0
1006388,F,N,Y,0,202800.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Managers,2.0,0,49,0,1
1006389,M,N,Y,2,137600.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Security staff,3.0,0,24,16,0
1006390,M,Y,Y,0,211100.0,State servant,Lower secondary,Married,House / apartment,1,0,0,0,Drivers,2.0,0,21,10,0
1006391,F,Y,N,0,160300.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Cooking staff,2.0,0,35,24,0
1006392,M,Y,Y,0,62700.0,Working,Secondary / secondary special,Married,Office apartment,1,0,1,0,Cooking staff,2.0,0,56,23,0
1006393,M,N,N,0,155900.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,1.0,1,32,24,0
1006394,F,Y,Y,2,57600.0,Working,Lower secondary,Single / not married,House / apartment,1,0,0,0,High skill tech staff,4.0,1,57,24,0
1006395,F,N,Y,0,133100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,2.0,0,65,10,0
1006396,F,N,Y,0,187400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2.0,0,45,17,0
1006397,M,N,Y,1,83900.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2.0,1,34,37,0
1006398,F,N,Y,1,291000.0,State servant,Academic degree,Separated,House / apartment,1,0,0,0,Cleaning staff,3.0,0,51,2,0
1006399,F,N,N,1,83200.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2.0,0,26,15,0
1006400,M,N,Y,0,202000.0,Working,Academic degree,Married,House / apartment,1,1,0,0,Cleaning staff,1.0,0,46,13,0
1006401,M,N,N,3,104600.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cleaning staff,4.0,0,39,30,0
1006402,M,Y,Y,0,172000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Laborers,1.0,1,21,0,1
1006403,F,Y,N,0,232900.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Cleaning staff,1.0,0,43,38,0
1006404,M,Y,N,2,145200.0,Working,Secondary / secondary special,Separated,With parents,1,1,1,0,Medicine staff,4.0,0,50,23,0
1006405,F,N,Y,3,27400.0,State servant,Incomplete higher,Single / not married,House / apartment,1,0,0,0,High skill tech staff,4.0,0,62,35,0
1006406,F,Y,Y,3,123700.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,4.0,0,28,0,1
1006407,M,N,N,0,134500.0,State servant,Higher education,Civil marriage,With parents,1,1,1,0,Security staff,2.0,1,46,25,0
1006408,F,Y,N,2,89800.0,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,High skill tech staff,4.0,1,31,12,0
1006409,M,N,Y,0,211700.0,Pensioner,Higher education,Separated,House / apartment,1,1,0,0,Cooking staff,2.0,0,26,0,1
1006410,M,N,N,2,158300.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,High skill tech staff,4.0,0,64,23,0
1006411,F,N,Y,1,182800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2.0,1,38,16,0
1006412,F,N,Y,0,114400.0,Working,Secondary / secondary special,Widow,With parents,1,0,0,0,Managers,2.0,1,58,19,0
1006413,F,Y,Y,0,280600.0,Working,Higher education,Single / not married,House / apartment,1,1,0,0,Core staff,2.0,0,66,15,0
1006414,F,Y,N,1,215800.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Other,2.0,0,66,3,0
1006415,M,N,Y,0,249100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,2.0,0,68,30,0
1006416,F,Y,Y,3,211900.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,4.0,0,40,0,1
1006417,M,N,Y,2,74600.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,1,Sales staff,4.0,0,47,34,0
1006418,F,N,Y,2,357400.0,Working,Higher education,Married,Municipal apartment,1,0,0,0,High skill tech staff,4.0,0,53,11,0
1006419,F,Y,Y,0,27000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Managers,2.0,1,46,39,0
1006420,M,N,Y,1,137800.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Laborers,3.0,0,61,17,0
1006421,F,Y,N,1,188200.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,3.0,0,29,23,0
1006422,F,N,N,0,27000.0,Pensioner,Secondary / secondary special,Married,With parents,1,0,1,0,Other,2.0,0,29,0,1
1006423,F,Y,Y,0,183300.0,State servant,Higher education,Separated,Co-op apartment,1,0,1,0,High skill tech staff,2.0,0,37,30,0
1006424,M,N,Y,1,245300.0,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,Sales staff,3.0,0,22,13,0
1006425,M,Y,Y,0,227900.0,Working,Higher education,Married,Municipal apartment,1,1,0,0,Accountants,2.0,1,40,25,0
1006426,M,N,N,0,66500.0,Commercial associate,Secondary / secondary special,Widow,With parents,1,0,1,0,Core staff,1.0,1,40,12,0
1006427,M,N,Y,0,196000.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1.0,0,38,30,0
1006428,F,N,N,0,243600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2.0,0,60,19,0
1006429,M,N,Y,0,123000.0,Working,Incomplete higher,Civil marriage,House / apartment,1,1,1,1,Medicine staff,2.0,0,43,32,0
1006430,M,N,N,0,151700.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Managers,2.0,0,69,11,0
1006431,F,N,N,1,211100.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,3.0,0,30,13,0
